,Unnamed: 0,Unnamed: 0.1,max_leaf_nodes,max_depth,test_score,train_score,train_minus_test
353,183,7881,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
352,228,6565,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
351,229,6566,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
349,230,6567,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
378,222,6459,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
348,232,6569,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
347,233,6570,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
346,234,6572,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
345,235,6791,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
344,236,6573,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
343,237,6574,25,19,0.9063109911293455,0.906764697162479,0.00045370603313343866
342,238,6676,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
358,239,6677,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
359,241,6679,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
360,221,6458,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
361,251,6454,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
377,243,6681,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
376,244,6682,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
375,245,6683,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
374,246,6684,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
373,247,6685,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
372,248,6686,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
371,249,6687,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
370,242,6680,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
369,250,6456,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
368,252,6453,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
367,253,6452,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
366,254,6229,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
365,255,6228,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
363,257,6226,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
362,258,6125,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
262,152,7385,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
364,256,6227,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
260,364,8510,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
152,271,6340,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
158,265,6234,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
259,262,6231,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
157,266,6235,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
156,267,6236,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
155,268,6337,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
154,298,7034,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
153,269,6338,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
151,272,6341,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
160,263,6232,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
150,273,6342,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
149,274,6343,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
148,275,6344,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
147,276,6345,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
146,277,6346,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
145,270,6339,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
144,299,7035,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
159,264,6233,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
161,339,6801,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
181,338,6800,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
171,291,7027,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
179,283,6688,25,19,0.9063109911293455,0.906764697162479,0.00045370603313343866
178,284,6792,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
177,285,7262,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
176,286,6010,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
174,288,7024,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
173,289,7025,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
172,290,7026,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
170,292,7028,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
162,278,6347,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
169,293,7029,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
168,294,7030,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
167,295,7031,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
166,296,7032,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
165,281,6450,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
164,280,6449,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
163,279,6348,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
143,297,7033,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
142,301,7142,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
141,322,6120,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
113,307,7147,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
120,303,7143,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
119,304,7144,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
118,305,7145,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
117,306,7146,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
116,319,6916,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
115,308,7148,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
114,309,7149,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
112,311,7151,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
140,323,6119,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
111,312,7152,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
110,313,7153,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
109,314,7154,25,19,0.9063109911293455,0.906764697162479,0.00045370603313343866
108,315,6009,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
107,316,6008,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
106,317,6918,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
105,310,7150,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
121,302,6122,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
122,318,6917,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
123,321,6121,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
124,320,6915,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
139,324,6118,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
138,325,6117,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
137,326,6116,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
136,327,6015,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
135,328,6014,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
134,300,7036,25,19,0.9063109911293455,0.906764697162479,0.00045370603313343866
133,329,6013,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
132,331,6793,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
131,332,6794,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
130,333,6795,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
129,334,6796,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
128,335,6797,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
127,336,6798,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
126,337,6799,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
125,330,6012,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
180,282,6451,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
175,287,6919,25,19,0.9063109911293455,0.906764697162479,0.00045370603313343866
182,392,8130,25,15,0.9063109911293455,0.906764697162479,0.00045370603313343866
231,349,6914,25,14,0.9063109911293455,0.906764697162479,0.00045370603313343866
238,343,6908,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
237,344,6909,25,9,0.9063109911293455,0.906764697162479,0.00045370603313343866
236,345,6910,25,10,0.9063109911293455,0.906764697162479,0.00045370603313343866
235,346,6911,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
234,347,6912,25,12,0.9063109911293455,0.906764697162479,0.00045370603313343866
233,348,6011,25,11,0.9063109911293455,0.906764697162479,0.00045370603313343866
232,378,8002,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
230,351,6455,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
240,358,8006,25,17,0.9063109911293455,0.906764697162479,0.00045370603313343866
229,352,8007,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
228,353,8518,25,19,0.9063109911293455,0.906764697162479,0.00045370603313343866
183,340,6802,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
226,355,8507,25,8,0.9063109911293455,0.906764697162479,0.00045370603313343866
225,356,8388,25,18,0.9063109911293455,0.906764697162479,0.00045370603313343866
224,357,8005,25,16,0.9063109911293455,0.906764697162479,0.00045370603313343866
223,350,6913,25,13,0.9063109911293455,0.906764697162479,0.00045370603313343866
239,342,6907,25,7,0.9063109911293455,0.906764697162479,0.00045370603313343866
241,359,8008,25,19,0.9063109911293455,0.906764697162479,0.00045370603313343866
