,n_estimators,learning_rate,test_score,train_score,max_depth,fit_time
381,57,0.96,0.6722424473727454,0.6734344721128134,2,82.30765385627747
369,55,0.96,0.6722424473727454,0.6734344721128134,2,81.85182313919067
333,49,0.96,0.6722424473727454,0.6734344721128134,2,80.5830650806427
303,44,0.96,0.6722424473727454,0.6734344721128134,2,79.87352662086488
327,48,0.96,0.6722424473727454,0.6734344721128134,2,80.23588433265688
309,45,0.96,0.6722424473727454,0.6734344721128134,2,80.31961398124696
339,50,0.96,0.6722424473727454,0.6734344721128134,2,80.34053087234497
387,58,0.96,0.6722424473727454,0.6734344721128134,2,83.98947339057922
321,47,0.96,0.6722424473727454,0.6734344721128134,2,80.34026737213135
393,59,0.96,0.6722424473727454,0.6734344721128134,2,83.68237528800964
315,46,0.96,0.6722424473727454,0.6734344721128134,2,80.49278635978699
273,39,0.96,0.6722424470357866,0.6734344715605249,2,77.99807386398315
214,29,0.96,0.6721413849688783,0.6729968827231808,3,100.39671545028686
261,37,0.96,0.671901574956423,0.6730952493278746,2,78.00321097373963
267,38,0.96,0.6719014149964547,0.6730947727614361,2,77.30196928977965
30,20,0.85,0.6716020602999423,0.6717466037648284,2,52.52811512947083
195,26,0.96,0.6711535635378393,0.6721138061486991,2,65.64940037727357
243,34,0.96,0.6711517697512928,0.6722946158470287,2,74.69370880126955
189,25,0.96,0.6705029248868513,0.6714967605940011,2,63.10666794776918
171,22,0.96,0.670349778079442,0.6715726235180286,2,57.65105123519898
231,32,0.96,0.6699437931942027,0.6710541180731208,2,73.13079414367675
90,22,0.85,0.6696428388914841,0.6698600683924948,2,60.2928466796875
264,38,0.95,0.66033812242097,0.6600227500510634,2,81.89113368988038
276,40,0.95,0.66033812242097,0.6600227500510634,2,83.06072187423706
252,36,0.95,0.66033812242097,0.6600226178658237,2,81.31885652542114
258,37,0.95,0.66033812242097,0.6600227500510634,2,83.05905113220214
270,39,0.95,0.66033812242097,0.6600227500510634,2,82.58695163726807
246,35,0.95,0.6603365124069341,0.6600205778131614,2,79.74183893203734
240,34,0.95,0.6598713538802747,0.659579422346139,2,78.45875520706177
234,33,0.95,0.6595573947772845,0.6592854247121206,2,77.13183059692383
228,32,0.95,0.6595004769914639,0.6592188823922746,2,75.72140607833862
210,29,0.95,0.6592636616864425,0.6589779044272601,2,71.13470559120178
216,30,0.95,0.6591062693911296,0.6588254806548768,2,72.99170813560484
204,28,0.95,0.6587072833112626,0.6584438193190124,2,69.44622402191162
222,31,0.95,0.6586979897893446,0.6583898217200511,2,74.5662398338318
198,27,0.95,0.658374825540111,0.658137884957702,2,67.27144141197205
192,26,0.95,0.6580881763466067,0.6578917240182607,2,65.3931312084198
