index,level_0,level_1,correlation
426,ARRIVAL_DELAY,WHEELS_OFF,0.15640683997891988
427,ARRIVAL_DELAY,SCHEDULED_TIME,-0.02984358813285617
428,ARRIVAL_DELAY,ELAPSED_TIME,0.029192879333260206
429,ARRIVAL_DELAY,AIR_TIME,-0.007009707108978706
430,ARRIVAL_DELAY,DISTANCE,-0.025233093002696227
431,ARRIVAL_DELAY,WHEELS_ON,0.05842477280780231
432,ARRIVAL_DELAY,TAXI_IN,0.11624918930651293
433,ARRIVAL_DELAY,SCHEDULED_ARRIVAL,0.0891767218400622
434,ARRIVAL_DELAY,ARRIVAL_TIME,0.04932363229109067
435,ARRIVAL_DELAY,ARRIVAL_DELAY,1.0
436,ARRIVAL_DELAY,AIR_SYSTEM_DELAY,0.24823795649566802
437,ARRIVAL_DELAY,SECURITY_DELAY,0.006453982174352567
438,ARRIVAL_DELAY,AIRLINE_DELAY,0.6098808734582954
439,ARRIVAL_DELAY,LATE_AIRCRAFT_DELAY,0.5242510694174901
440,ARRIVAL_DELAY,WEATHER_DELAY,0.25804831474242607
441,DIVERTED,MONTH,-0.0006640691822456081
442,DIVERTED,DAY,0.002464478043216464
443,DIVERTED,DAY_OF_WEEK,-0.0012818772934996576
444,DIVERTED,FLIGHT_NUMBER,0.0046474250671557195
445,DIVERTED,SCHEDULED_DEPARTURE,-0.0008578855721177479
446,DIVERTED,DEPARTURE_TIME,0.0012527524301714403
447,DIVERTED,DEPARTURE_DELAY,0.023531004503265812
448,DIVERTED,TAXI_OUT,0.012172202023159424
449,DIVERTED,WHEELS_OFF,0.0014411651431197282
450,DIVERTED,SCHEDULED_TIME,0.013077417666387115
451,DIVERTED,DISTANCE,0.011912149585026096
452,DIVERTED,WHEELS_ON,0.00693964642440307
453,DIVERTED,TAXI_IN,0.02269410141033645
454,DIVERTED,SCHEDULED_ARRIVAL,0.004867465857346277
455,DIVERTED,ARRIVAL_TIME,0.0055684591350188785
456,DIVERTED,DIVERTED,1.0
457,DIVERTED,CANCELLED,-0.006421139433908564
458,CANCELLED,MONTH,-0.055557473469846255
459,CANCELLED,DAY,-0.0033325148484711128
460,CANCELLED,DAY_OF_WEEK,-0.021474850617537827
461,CANCELLED,FLIGHT_NUMBER,0.037496629351945206
462,CANCELLED,SCHEDULED_DEPARTURE,0.010433269923710712
463,CANCELLED,DEPARTURE_TIME,0.007426235438871426
464,CANCELLED,DEPARTURE_DELAY,0.03388926867990119
465,CANCELLED,TAXI_OUT,0.006139083063186733
466,CANCELLED,WHEELS_OFF,0.0047299603651450375
467,CANCELLED,SCHEDULED_TIME,-0.02760541912936267
468,CANCELLED,DISTANCE,-0.03274236410138068
469,CANCELLED,SCHEDULED_ARRIVAL,0.006626568307326981
470,CANCELLED,DIVERTED,-0.006421139433908564
471,CANCELLED,CANCELLED,1.0
472,AIR_SYSTEM_DELAY,MONTH,0.0007399783477443405
473,AIR_SYSTEM_DELAY,DAY,-0.00595922523583437
474,AIR_SYSTEM_DELAY,DAY_OF_WEEK,-0.02257416742093595
475,AIR_SYSTEM_DELAY,FLIGHT_NUMBER,-0.008605951816695325
476,AIR_SYSTEM_DELAY,SCHEDULED_DEPARTURE,-0.07561664836570077
477,AIR_SYSTEM_DELAY,DEPARTURE_TIME,-0.0463378771958021
478,AIR_SYSTEM_DELAY,DEPARTURE_DELAY,0.09758733427004834
479,AIR_SYSTEM_DELAY,TAXI_OUT,0.36219040020102816
480,AIR_SYSTEM_DELAY,WHEELS_OFF,-0.02924484070221561
481,AIR_SYSTEM_DELAY,SCHEDULED_TIME,0.02930830398249578
482,AIR_SYSTEM_DELAY,ELAPSED_TIME,0.14954074120882843
483,AIR_SYSTEM_DELAY,AIR_TIME,0.05492327262266424
484,AIR_SYSTEM_DELAY,DISTANCE,0.013982483216605971
485,AIR_SYSTEM_DELAY,WHEELS_ON,0.0076770957289955
486,AIR_SYSTEM_DELAY,TAXI_IN,0.24053096387989967
487,AIR_SYSTEM_DELAY,SCHEDULED_ARRIVAL,-0.02880635748277974
488,AIR_SYSTEM_DELAY,ARRIVAL_TIME,0.005865592744985321
489,AIR_SYSTEM_DELAY,ARRIVAL_DELAY,0.24823795649566802
490,AIR_SYSTEM_DELAY,AIR_SYSTEM_DELAY,1.0
491,AIR_SYSTEM_DELAY,SECURITY_DELAY,-0.011286515940564987
492,AIR_SYSTEM_DELAY,AIRLINE_DELAY,-0.11932438816813146
493,AIR_SYSTEM_DELAY,LATE_AIRCRAFT_DELAY,-0.14592479820853602
494,AIR_SYSTEM_DELAY,WEATHER_DELAY,-0.00043492050855816004
495,SECURITY_DELAY,MONTH,0.009606512149904206
496,SECURITY_DELAY,DAY,-0.00024127841336890008
497,SECURITY_DELAY,DAY_OF_WEEK,0.0010369947379747896
498,SECURITY_DELAY,FLIGHT_NUMBER,-0.00924516490696054
499,SECURITY_DELAY,SCHEDULED_DEPARTURE,-0.007377961619182831
500,SECURITY_DELAY,DEPARTURE_TIME,-0.006335175103688473
501,SECURITY_DELAY,DEPARTURE_DELAY,0.00922410771407084
502,SECURITY_DELAY,TAXI_OUT,-0.006864132862006574
503,SECURITY_DELAY,WHEELS_OFF,-0.006490110073291994
504,SECURITY_DELAY,SCHEDULED_TIME,0.0072695530417460135
505,SECURITY_DELAY,ELAPSED_TIME,0.004418988888796224
506,SECURITY_DELAY,AIR_TIME,0.006635554761756093
507,SECURITY_DELAY,DISTANCE,0.007281588599408322
508,SECURITY_DELAY,WHEELS_ON,-0.005966998561184471
509,SECURITY_DELAY,TAXI_IN,-0.00545373843035552
510,SECURITY_DELAY,SCHEDULED_ARRIVAL,-0.004318948761366208
511,SECURITY_DELAY,ARRIVAL_TIME,-0.005730810312336222
512,SECURITY_DELAY,ARRIVAL_DELAY,0.006453982174352567
513,SECURITY_DELAY,AIR_SYSTEM_DELAY,-0.011286515940564987
514,SECURITY_DELAY,SECURITY_DELAY,1.0
515,SECURITY_DELAY,AIRLINE_DELAY,-0.012965541295063943
516,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,-0.01223001743079804
517,SECURITY_DELAY,WEATHER_DELAY,-0.004763901195478658
518,AIRLINE_DELAY,MONTH,0.012121043470869014
519,AIRLINE_DELAY,DAY,0.006783320736460808
520,AIRLINE_DELAY,DAY_OF_WEEK,0.012333005790737683
521,AIRLINE_DELAY,FLIGHT_NUMBER,0.0064404444613679855
522,AIRLINE_DELAY,SCHEDULED_DEPARTURE,-0.08875971410940733
523,AIRLINE_DELAY,DEPARTURE_TIME,-0.02103889694968483
524,AIRLINE_DELAY,DEPARTURE_DELAY,0.6211651262155413
525,AIRLINE_DELAY,TAXI_OUT,-0.06856971752818271
526,AIRLINE_DELAY,WHEELS_OFF,-0.029010698690838433
527,AIRLINE_DELAY,SCHEDULED_TIME,0.03583502372140557
528,AIRLINE_DELAY,ELAPSED_TIME,0.0015131420838190393
529,AIRLINE_DELAY,AIR_TIME,0.021192957568491093
530,AIRLINE_DELAY,DISTANCE,0.0350917813274648
531,AIRLINE_DELAY,WHEELS_ON,-0.0603046521290045
532,AIRLINE_DELAY,TAXI_IN,-0.04943281516194128
533,AIRLINE_DELAY,SCHEDULED_ARRIVAL,-0.07278013454142417
534,AIRLINE_DELAY,ARRIVAL_TIME,-0.061748153566385064
535,AIRLINE_DELAY,ARRIVAL_DELAY,0.6098808734582954
536,AIRLINE_DELAY,AIR_SYSTEM_DELAY,-0.11932438816813146
537,AIRLINE_DELAY,SECURITY_DELAY,-0.012965541295063943
538,AIRLINE_DELAY,AIRLINE_DELAY,1.0
539,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,-0.10610828083914062
540,AIRLINE_DELAY,WEATHER_DELAY,-0.050640295211856944
541,LATE_AIRCRAFT_DELAY,MONTH,0.003556581005374839
542,LATE_AIRCRAFT_DELAY,DAY,0.009495972860016893
543,LATE_AIRCRAFT_DELAY,DAY_OF_WEEK,-0.016867002213171306
544,LATE_AIRCRAFT_DELAY,FLIGHT_NUMBER,0.021271515503933292
545,LATE_AIRCRAFT_DELAY,SCHEDULED_DEPARTURE,0.1454031008085295
546,LATE_AIRCRAFT_DELAY,DEPARTURE_TIME,0.18238789763788238
547,LATE_AIRCRAFT_DELAY,DEPARTURE_DELAY,0.5572172997592713
548,LATE_AIRCRAFT_DELAY,TAXI_OUT,-0.12873944073969343
549,LATE_AIRCRAFT_DELAY,WHEELS_OFF,0.15664850366947825
550,LATE_AIRCRAFT_DELAY,SCHEDULED_TIME,-0.04621476731093478
551,LATE_AIRCRAFT_DELAY,ELAPSED_TIME,-0.09377831713210966
552,LATE_AIRCRAFT_DELAY,AIR_TIME,-0.06539961806566501
553,LATE_AIRCRAFT_DELAY,DISTANCE,-0.04619409142512655
554,LATE_AIRCRAFT_DELAY,WHEELS_ON,-0.0065647840900375535
555,LATE_AIRCRAFT_DELAY,TAXI_IN,-0.0566149295052218
556,LATE_AIRCRAFT_DELAY,SCHEDULED_ARRIVAL,0.11132761901103722
557,LATE_AIRCRAFT_DELAY,ARRIVAL_TIME,-0.014304287505144555
558,LATE_AIRCRAFT_DELAY,ARRIVAL_DELAY,0.5242510694174901
559,LATE_AIRCRAFT_DELAY,AIR_SYSTEM_DELAY,-0.14592479820853602
560,LATE_AIRCRAFT_DELAY,SECURITY_DELAY,-0.01223001743079804
561,LATE_AIRCRAFT_DELAY,AIRLINE_DELAY,-0.10610828083914062
562,LATE_AIRCRAFT_DELAY,LATE_AIRCRAFT_DELAY,1.0
563,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,-0.022281370891312158
564,WEATHER_DELAY,MONTH,-0.00781423427998183
565,WEATHER_DELAY,DAY,0.008671278135979128
566,WEATHER_DELAY,DAY_OF_WEEK,-0.00499143651874642
567,WEATHER_DELAY,FLIGHT_NUMBER,-0.0020184772167865833
568,WEATHER_DELAY,SCHEDULED_DEPARTURE,-0.016375207373897634
569,WEATHER_DELAY,DEPARTURE_TIME,-0.005177769840933573
570,WEATHER_DELAY,DEPARTURE_DELAY,0.2366922640775342
571,WEATHER_DELAY,TAXI_OUT,0.06491852015926554
572,WEATHER_DELAY,WHEELS_OFF,-0.009490881532715323
573,WEATHER_DELAY,SCHEDULED_TIME,0.0011150009663517034
574,WEATHER_DELAY,ELAPSED_TIME,0.009635214466175013
575,WEATHER_DELAY,AIR_TIME,-0.002811676018412891
576,WEATHER_DELAY,DISTANCE,-0.006292720927780884
577,WEATHER_DELAY,WHEELS_ON,-0.02673466217273811
578,WEATHER_DELAY,TAXI_IN,-0.0004461018305401373
579,WEATHER_DELAY,SCHEDULED_ARRIVAL,-0.008440044403283511
580,WEATHER_DELAY,ARRIVAL_TIME,-0.026577921500089963
581,WEATHER_DELAY,ARRIVAL_DELAY,0.25804831474242607
582,WEATHER_DELAY,AIR_SYSTEM_DELAY,-0.00043492050855816004
583,WEATHER_DELAY,SECURITY_DELAY,-0.004763901195478658
584,WEATHER_DELAY,AIRLINE_DELAY,-0.050640295211856944
585,WEATHER_DELAY,LATE_AIRCRAFT_DELAY,-0.022281370891312158
586,WEATHER_DELAY,WEATHER_DELAY,1.0
